Extracting all sequences per session
---------------------------------------------------------------------------------------------------------------
Generating most common sequences
---------------------------------------------------------------------------------------------------------------
Most common patterns:

Events | [[1, "TAB_CREATED"], [2, "TAB_REMOVED"], [3, "TAB_ACTIVATED"], [4, "TAB_MOVED"], [5, "TAB_UPDATED"], [6, "TAB_ATTACHED"], [7, "TAB_DETACHED"]]
GSP | window size: 100 sec | max gap: 5 sec | min support: 0.1% of transactions

Sequence: 3323232323 | Occured: 27 times
Sequence: 2355555555 | Occured: 30 times
Sequence: 2333333333 | Occured: 32 times
Sequence: 3233233233 | Occured: 36 times
Sequence: 3232323233 | Occured: 41 times
Sequence: 5355555555 | Occured: 42 times
Sequence: 5555555553 | Occured: 64 times
Sequence: 5555555523 | Occured: 70 times
Sequence: 1355555555 | Occured: 75 times
Sequence: 2323232323 | Occured: 86 times
Sequence: 3333333333 | Occured: 98 times
Sequence: 3555555555 | Occured: 211 times
Sequence: 5555555555 | Occured: 829 times
Sequence: 333333335 | Occured: 21 times
Sequence: 313555555 | Occured: 21 times
Sequence: 333323333 | Occured: 21 times
Sequence: 222222223 | Occured: 22 times
Sequence: 333333233 | Occured: 22 times
Sequence: 333233333 | Occured: 22 times
Sequence: 232323135 | Occured: 23 times
Sequence: 313523135 | Occured: 24 times
Sequence: 555555533 | Occured: 24 times
Sequence: 555555135 | Occured: 25 times
Sequence: 352313523 | Occured: 26 times
Sequence: 323333333 | Occured: 27 times
Sequence: 332332333 | Occured: 27 times
Sequence: 333333323 | Occured: 29 times
Sequence: 111111111 | Occured: 31 times
Sequence: 513555555 | Occured: 32 times
Sequence: 233333333 | Occured: 38 times
Sequence: 235555555 | Occured: 39 times
Sequence: 555555535 | Occured: 41 times
Sequence: 232323233 | Occured: 55 times
Sequence: 555555553 | Occured: 77 times
Sequence: 555555523 | Occured: 81 times
Sequence: 135555555 | Occured: 90 times
Sequence: 323232323 | Occured: 125 times
Sequence: 333333333 | Occured: 141 times
Sequence: 355555555 | Occured: 250 times
Sequence: 555555555 | Occured: 951 times
Sequence: 35135555 | Occured: 20 times
Sequence: 33333135 | Occured: 20 times
Sequence: 32313523 | Occured: 20 times
Sequence: 32323235 | Occured: 21 times
Sequence: 35333333 | Occured: 22 times
Sequence: 32333233 | Occured: 22 times
Sequence: 33355555 | Occured: 23 times
Sequence: 33333355 | Occured: 23 times
Sequence: 33332323 | Occured: 24 times
Sequence: 55555235 | Occured: 24 times
Sequence: 55555233 | Occured: 25 times
Sequence: 33323323 | Occured: 26 times
Sequence: 35232323 | Occured: 27 times
Sequence: 35231352 | Occured: 27 times
Sequence: 31352313 | Occured: 28 times
Sequence: 32332323 | Occured: 28 times
Sequence: 23323333 | Occured: 28 times
Sequence: 35355555 | Occured: 29 times
Sequence: 32323333 | Occured: 30 times
Sequence: 33332333 | Occured: 32 times
Sequence: 11111111 | Occured: 32 times
Sequence: 55555533 | Occured: 33 times
Sequence: 31355555 | Occured: 34 times
Sequence: 52313523 | Occured: 35 times
Sequence: 33333233 | Occured: 37 times
Sequence: 13535135 | Occured: 38 times
Sequence: 53333333 | Occured: 39 times
Sequence: 32323323 | Occured: 40 times
Sequence: 33333323 | Occured: 41 times
Sequence: 33333335 | Occured: 42 times
Sequence: 32333333 | Occured: 42 times
Sequence: 32323135 | Occured: 43 times
Sequence: 51355555 | Occured: 43 times
Sequence: 32332333 | Occured: 44 times
Sequence: 33233333 | Occured: 44 times
Sequence: 33555555 | Occured: 50 times
Sequence: 13523135 | Occured: 52 times
Sequence: 53555555 | Occured: 53 times
Sequence: 23333333 | Occured: 57 times
Sequence: 33233233 | Occured: 59 times
Sequence: 32323233 | Occured: 85 times
Sequence: 55555523 | Occured: 97 times
Sequence: 55555553 | Occured: 106 times
Sequence: 13555555 | Occured: 113 times
Sequence: 23232323 | Occured: 157 times
Sequence: 33333333 | Occured: 195 times
Sequence: 35555555 | Occured: 292 times
Sequence: 55555555 | Occured: 1150 times
Sequence: 3555523 | Occured: 20 times
Sequence: 3335333 | Occured: 20 times
Sequence: 1111113 | Occured: 20 times
Sequence: 3135135 | Occured: 21 times
Sequence: 3551355 | Occured: 21 times
Sequence: 2352323 | Occured: 21 times
Sequence: 2313535 | Occured: 22 times
Sequence: 3513523 | Occured: 22 times
Sequence: 3523333 | Occured: 22 times
Sequence: 2333135 | Occured: 23 times
Sequence: 5233333 | Occured: 23 times
Sequence: 3513535 | Occured: 23 times
Sequence: 5555333 | Occured: 24 times
Sequence: 5135355 | Occured: 25 times
Sequence: 1355135 | Occured: 25 times
Sequence: 3233135 | Occured: 27 times
Sequence: 1123555 | Occured: 27 times
Sequence: 3231352 | Occured: 27 times
Sequence: 2323235 | Occured: 27 times
Sequence: 5513535 | Occured: 28 times
Sequence: 3533333 | Occured: 29 times
Sequence: 5513523 | Occured: 29 times
Sequence: 5231355 | Occured: 29 times
Sequence: 5555233 | Occured: 29 times
Sequence: 3513555 | Occured: 30 times
Sequence: 2333323 | Occured: 30 times
Sequence: 1352323 | Occured: 31 times
Sequence: 3323135 | Occured: 32 times
Sequence: 5533333 | Occured: 32 times
Sequence: 2222222 | Occured: 32 times
Sequence: 3555135 | Occured: 33 times
Sequence: 3333555 | Occured: 33 times
Sequence: 1353555 | Occured: 33 times
Sequence: 2313555 | Occured: 34 times
Sequence: 2333233 | Occured: 34 times
Sequence: 5523135 | Occured: 34 times
Sequence: 1111111 | Occured: 34 times
Sequence: 3323233 | Occured: 37 times
Sequence: 5551355 | Occured: 38 times
Sequence: 3333355 | Occured: 40 times
Sequence: 3335555 | Occured: 40 times
Sequence: 5555533 | Occured: 40 times
Sequence: 3331355 | Occured: 41 times
Sequence: 3313555 | Occured: 41 times
Sequence: 2323333 | Occured: 42 times
Sequence: 3535555 | Occured: 43 times
Sequence: 2332323 | Occured: 43 times
Sequence: 1353513 | Occured: 44 times
Sequence: 3333135 | Occured: 45 times
Sequence: 5535555 | Occured: 45 times
Sequence: 5232323 | Occured: 46 times
Sequence: 3231355 | Occured: 46 times
Sequence: 3332323 | Occured: 47 times
Sequence: 5333333 | Occured: 52 times
Sequence: 2323323 | Occured: 53 times
Sequence: 2355555 | Occured: 55 times
Sequence: 5555135 | Occured: 56 times
Sequence: 1352313 | Occured: 58 times
Sequence: 2313523 | Occured: 59 times
Sequence: 3332333 | Occured: 61 times
Sequence: 3232333 | Occured: 62 times
Sequence: 2332333 | Occured: 62 times
Sequence: 3135555 | Occured: 62 times
Sequence: 5135555 | Occured: 65 times
Sequence: 3333335 | Occured: 65 times
Sequence: 3333323 | Occured: 66 times
Sequence: 3535135 | Occured: 69 times
Sequence: 3355555 | Occured: 69 times
Sequence: 2323135 | Occured: 73 times
Sequence: 3333233 | Occured: 75 times
Sequence: 3323323 | Occured: 79 times
Sequence: 3233333 | Occured: 80 times
Sequence: 5355555 | Occured: 80 times
Sequence: 3323333 | Occured: 81 times
Sequence: 2333333 | Occured: 87 times
Sequence: 3523135 | Occured: 88 times
Sequence: 3233233 | Occured: 96 times
Sequence: 2323233 | Occured: 103 times
Sequence: 5555523 | Occured: 121 times
Sequence: 5555553 | Occured: 132 times
Sequence: 1355555 | Occured: 168 times
Sequence: 3232323 | Occured: 239 times
Sequence: 3333333 | Occured: 310 times
Sequence: 3555555 | Occured: 377 times
Sequence: 5555555 | Occured: 1349 times
Sequence: 515135 | Occured: 20 times
Sequence: 331352 | Occured: 20 times
Sequence: 135552 | Occured: 20 times
Sequence: 513552 | Occured: 20 times
Sequence: 135553 | Occured: 21 times
Sequence: 513553 | Occured: 21 times
Sequence: 555515 | Occured: 21 times
Sequence: 351335 | Occured: 21 times
Sequence: 235135 | Occured: 21 times
Sequence: 233355 | Occured: 21 times
Sequence: 532335 | Occured: 21 times
Sequence: 135313 | Occured: 21 times
Sequence: 353533 | Occured: 22 times
Sequence: 133555 | Occured: 22 times
Sequence: 353335 | Occured: 22 times
Sequence: 353355 | Occured: 22 times
Sequence: 555155 | Occured: 22 times
Sequence: 531355 | Occured: 22 times
Sequence: 533135 | Occured: 23 times
Sequence: 515153 | Occured: 23 times
Sequence: 323153 | Occured: 23 times
Sequence: 513323 | Occured: 23 times
Sequence: 513533 | Occured: 24 times
Sequence: 553233 | Occured: 24 times
Sequence: 233335 | Occured: 24 times
Sequence: 333553 | Occured: 24 times
Sequence: 133523 | Occured: 24 times
Sequence: 513355 | Occured: 24 times
Sequence: 235232 | Occured: 24 times
Sequence: 515555 | Occured: 24 times
Sequence: 355233 | Occured: 24 times
Sequence: 355552 | Occured: 24 times
Sequence: 523233 | Occured: 26 times
Sequence: 355535 | Occured: 26 times
Sequence: 135235 | Occured: 26 times
Sequence: 151515 | Occured: 26 times
Sequence: 355335 | Occured: 26 times
Sequence: 555323 | Occured: 26 times
Sequence: 333523 | Occured: 27 times
Sequence: 313553 | Occured: 27 times
Sequence: 323335 | Occured: 27 times
Sequence: 352355 | Occured: 27 times
Sequence: 355333 | Occured: 27 times
Sequence: 353523 | Occured: 28 times
Sequence: 551515 | Occured: 28 times
Sequence: 323523 | Occured: 28 times
Sequence: 552333 | Occured: 28 times
Sequence: 135333 | Occured: 29 times
Sequence: 232335 | Occured: 29 times
Sequence: 335233 | Occured: 29 times
Sequence: 551335 | Occured: 29 times
Sequence: 355533 | Occured: 30 times
Sequence: 135513 | Occured: 30 times
Sequence: 533555 | Occured: 30 times
Sequence: 323555 | Occured: 30 times
Sequence: 353535 | Occured: 31 times
Sequence: 335533 | Occured: 31 times
Sequence: 233313 | Occured: 31 times
Sequence: 133235 | Occured: 31 times
Sequence: 333353 | Occured: 32 times
Sequence: 444444 | Occured: 32 times
Sequence: 323355 | Occured: 33 times
Sequence: 135335 | Occured: 33 times
Sequence: 553355 | Occured: 33 times
Sequence: 351352 | Occured: 33 times
Sequence: 222222 | Occured: 34 times
Sequence: 533233 | Occured: 35 times
Sequence: 135535 | Occured: 35 times
Sequence: 551352 | Occured: 35 times
Sequence: 555235 | Occured: 35 times
Sequence: 335135 | Occured: 37 times
Sequence: 355553 | Occured: 37 times
Sequence: 555333 | Occured: 38 times
Sequence: 355355 | Occured: 38 times
Sequence: 333533 | Occured: 38 times
Sequence: 135323 | Occured: 39 times
Sequence: 353135 | Occured: 40 times
Sequence: 523333 | Occured: 40 times
Sequence: 231353 | Occured: 41 times
Sequence: 551535 | Occured: 41 times
Sequence: 353233 | Occured: 41 times
Sequence: 332313 | Occured: 42 times
Sequence: 551353 | Occured: 42 times
Sequence: 555233 | Occured: 42 times
Sequence: 323332 | Occured: 42 times
Sequence: 111111 | Occured: 43 times
Sequence: 331353 | Occured: 43 times
Sequence: 135233 | Occured: 44 times
Sequence: 523555 | Occured: 46 times
Sequence: 553333 | Occured: 46 times
Sequence: 332335 | Occured: 47 times
Sequence: 335333 | Occured: 48 times
Sequence: 135351 | Occured: 48 times
Sequence: 532323 | Occured: 49 times
Sequence: 523232 | Occured: 49 times
Sequence: 552323 | Occured: 50 times
Sequence: 135353 | Occured: 50 times
Sequence: 352333 | Occured: 53 times
Sequence: 355523 | Occured: 54 times
Sequence: 323235 | Occured: 55 times
Sequence: 135135 | Occured: 59 times
Sequence: 233323 | Occured: 59 times
Sequence: 555533 | Occured: 63 times
Sequence: 353333 | Occured: 63 times
Sequence: 555535 | Occured: 64 times
Sequence: 233135 | Occured: 65 times
Sequence: 555355 | Occured: 65 times
Sequence: 553555 | Occured: 67 times
Sequence: 333313 | Occured: 67 times
Sequence: 135523 | Occured: 69 times
Sequence: 231352 | Occured: 69 times
Sequence: 333555 | Occured: 71 times
Sequence: 313535 | Occured: 71 times
Sequence: 351355 | Occured: 73 times
Sequence: 555513 | Occured: 73 times
Sequence: 333355 | Occured: 76 times
Sequence: 513535 | Occured: 76 times
Sequence: 551355 | Occured: 77 times
Sequence: 535135 | Occured: 81 times
Sequence: 513523 | Occured: 84 times
Sequence: 353513 | Occured: 84 times
Sequence: 232313 | Occured: 85 times
Sequence: 353555 | Occured: 85 times
Sequence: 355135 | Occured: 88 times
Sequence: 352323 | Occured: 89 times
Sequence: 533333 | Occured: 91 times
Sequence: 232333 | Occured: 93 times
Sequence: 331355 | Occured: 95 times
Sequence: 135355 | Occured: 98 times
Sequence: 513555 | Occured: 99 times
Sequence: 352313 | Occured: 100 times
Sequence: 313523 | Occured: 103 times
Sequence: 335555 | Occured: 110 times
Sequence: 333135 | Occured: 115 times
Sequence: 333335 | Occured: 120 times
Sequence: 231355 | Occured: 122 times
Sequence: 313555 | Occured: 125 times
Sequence: 332323 | Occured: 128 times
Sequence: 333323 | Occured: 129 times
Sequence: 555135 | Occured: 131 times
Sequence: 233233 | Occured: 137 times
Sequence: 333233 | Occured: 144 times
Sequence: 523135 | Occured: 146 times
Sequence: 233333 | Occured: 155 times
Sequence: 323323 | Occured: 155 times
Sequence: 332333 | Occured: 159 times
Sequence: 555523 | Occured: 159 times
Sequence: 323333 | Occured: 163 times
Sequence: 555553 | Occured: 164 times
Sequence: 323135 | Occured: 170 times
Sequence: 323233 | Occured: 199 times
Sequence: 323232 | Occured: 245 times
Sequence: 135555 | Occured: 272 times
Sequence: 232323 | Occured: 314 times
Sequence: 333333 | Occured: 465 times
Sequence: 355555 | Occured: 555 times
Sequence: 555555 | Occured: 1672 times
Sequence: 23533 | Occured: 20 times
Sequence: 14355 | Occured: 20 times
Sequence: 15553 | Occured: 20 times
Sequence: 31323 | Occured: 22 times
Sequence: 51533 | Occured: 23 times
Sequence: 13135 | Occured: 23 times
Sequence: 33153 | Occured: 26 times
Sequence: 22323 | Occured: 26 times
Sequence: 11555 | Occured: 27 times
Sequence: 13525 | Occured: 27 times
Sequence: 23353 | Occured: 27 times
Sequence: 31345 | Occured: 27 times
Sequence: 35155 | Occured: 27 times
Sequence: 55532 | Occured: 27 times
Sequence: 34555 | Occured: 28 times
Sequence: 13455 | Occured: 28 times
Sequence: 53353 | Occured: 29 times
Sequence: 11123 | Occured: 29 times
Sequence: 32352 | Occured: 29 times
Sequence: 35352 | Occured: 30 times
Sequence: 51155 | Occured: 31 times
Sequence: 15355 | Occured: 32 times
Sequence: 32353 | Occured: 32 times
Sequence: 31535 | Occured: 33 times
Sequence: 53553 | Occured: 33 times
Sequence: 11355 | Occured: 33 times
Sequence: 34444 | Occured: 33 times
Sequence: 35515 | Occured: 34 times
Sequence: 52335 | Occured: 35 times
Sequence: 32315 | Occured: 35 times
Sequence: 51551 | Occured: 35 times
Sequence: 15535 | Occured: 36 times
Sequence: 12355 | Occured: 36 times
Sequence: 15555 | Occured: 41 times
Sequence: 53335 | Occured: 42 times
Sequence: 13335 | Occured: 42 times
Sequence: 33133 | Occured: 42 times
Sequence: 53533 | Occured: 44 times
Sequence: 55353 | Occured: 45 times
Sequence: 15153 | Occured: 46 times
Sequence: 15155 | Occured: 46 times
Sequence: 35133 | Occured: 46 times
Sequence: 23153 | Occured: 48 times
Sequence: 51553 | Occured: 49 times
Sequence: 15135 | Occured: 50 times
Sequence: 53232 | Occured: 50 times
Sequence: 31335 | Occured: 51 times
Sequence: 53535 | Occured: 51 times
Sequence: 33535 | Occured: 53 times
Sequence: 13353 | Occured: 53 times
Sequence: 33513 | Occured: 54 times
Sequence: 11111 | Occured: 55 times
Sequence: 13323 | Occured: 57 times
Sequence: 23523 | Occured: 57 times
Sequence: 35552 | Occured: 60 times
Sequence: 23355 | Occured: 60 times
Sequence: 35551 | Occured: 60 times
Sequence: 53323 | Occured: 61 times
Sequence: 51555 | Occured: 62 times
Sequence: 55153 | Occured: 62 times
Sequence: 32355 | Occured: 63 times
Sequence: 55235 | Occured: 63 times
Sequence: 15323 | Occured: 63 times
Sequence: 55323 | Occured: 63 times
Sequence: 55335 | Occured: 65 times
Sequence: 55155 | Occured: 65 times
Sequence: 53523 | Occured: 67 times
Sequence: 51515 | Occured: 68 times
Sequence: 23335 | Occured: 68 times
Sequence: 33235 | Occured: 70 times
Sequence: 13513 | Occured: 70 times
Sequence: 33553 | Occured: 71 times
Sequence: 51335 | Occured: 72 times
Sequence: 13355 | Occured: 73 times
Sequence: 53355 | Occured: 73 times
Sequence: 52355 | Occured: 74 times
Sequence: 35235 | Occured: 76 times
Sequence: 53135 | Occured: 76 times
Sequence: 55233 | Occured: 80 times
Sequence: 13552 | Occured: 80 times
Sequence: 23313 | Occured: 82 times
Sequence: 35535 | Occured: 85 times
Sequence: 35533 | Occured: 85 times
Sequence: 13553 | Occured: 85 times
Sequence: 35335 | Occured: 89 times
Sequence: 23235 | Occured: 90 times
Sequence: 35553 | Occured: 91 times
Sequence: 51535 | Occured: 95 times
Sequence: 35232 | Occured: 97 times
Sequence: 55333 | Occured: 98 times
Sequence: 33353 | Occured: 99 times
Sequence: 33533 | Occured: 99 times
Sequence: 53233 | Occured: 99 times
Sequence: 23231 | Occured: 99 times
Sequence: 13533 | Occured: 100 times
Sequence: 52333 | Occured: 105 times
Sequence: 35323 | Occured: 105 times
Sequence: 35513 | Occured: 107 times
Sequence: 51352 | Occured: 110 times
Sequence: 55535 | Occured: 111 times
Sequence: 55355 | Occured: 112 times
Sequence: 55533 | Occured: 113 times
Sequence: 33523 | Occured: 114 times
Sequence: 35353 | Occured: 115 times
Sequence: 23555 | Occured: 126 times
Sequence: 31352 | Occured: 127 times
Sequence: 32335 | Occured: 131 times
Sequence: 33232 | Occured: 138 times
Sequence: 51353 | Occured: 140 times
Sequence: 35333 | Occured: 141 times
Sequence: 31353 | Occured: 148 times
Sequence: 33355 | Occured: 153 times
Sequence: 35233 | Occured: 156 times
Sequence: 33313 | Occured: 158 times
Sequence: 32332 | Occured: 160 times
Sequence: 52313 | Occured: 165 times
Sequence: 53333 | Occured: 168 times
Sequence: 55513 | Occured: 171 times
Sequence: 35523 | Occured: 178 times
Sequence: 52323 | Occured: 178 times
Sequence: 53555 | Occured: 187 times
Sequence: 33555 | Occured: 193 times
Sequence: 32313 | Occured: 209 times
Sequence: 55553 | Occured: 225 times
Sequence: 33335 | Occured: 225 times
Sequence: 23323 | Occured: 226 times
Sequence: 51355 | Occured: 232 times
Sequence: 35355 | Occured: 248 times
Sequence: 55523 | Occured: 251 times
Sequence: 33323 | Occured: 268 times
Sequence: 35135 | Occured: 273 times
Sequence: 33135 | Occured: 294 times
Sequence: 23233 | Occured: 296 times
Sequence: 55135 | Occured: 296 times
Sequence: 23333 | Occured: 297 times
Sequence: 13523 | Occured: 305 times
Sequence: 13535 | Occured: 326 times
Sequence: 23232 | Occured: 327 times
Sequence: 32333 | Occured: 343 times
Sequence: 31355 | Occured: 379 times
Sequence: 33233 | Occured: 396 times
Sequence: 23135 | Occured: 467 times
Sequence: 13555 | Occured: 513 times
Sequence: 32323 | Occured: 599 times
Sequence: 33333 | Occured: 790 times
Sequence: 35555 | Occured: 911 times
Sequence: 55555 | Occured: 2293 times
Sequence: 1133 | Occured: 22 times
Sequence: 2322 | Occured: 23 times
Sequence: 3522 | Occured: 24 times
Sequence: 3255 | Occured: 24 times
Sequence: 3763 | Occured: 26 times
Sequence: 1435 | Occured: 26 times
Sequence: 3155 | Occured: 26 times
Sequence: 1313 | Occured: 30 times
Sequence: 1113 | Occured: 33 times
Sequence: 5331 | Occured: 34 times
Sequence: 2233 | Occured: 35 times
Sequence: 3132 | Occured: 37 times
Sequence: 3223 | Occured: 40 times
Sequence: 4355 | Occured: 40 times
Sequence: 2223 | Occured: 42 times
Sequence: 3444 | Occured: 42 times
Sequence: 1523 | Occured: 43 times
Sequence: 2222 | Occured: 45 times
Sequence: 3315 | Occured: 46 times
Sequence: 2135 | Occured: 46 times
Sequence: 7633 | Occured: 48 times
Sequence: 1123 | Occured: 49 times
Sequence: 1533 | Occured: 50 times
Sequence: 1325 | Occured: 53 times
Sequence: 1345 | Occured: 53 times
Sequence: 1513 | Occured: 54 times
Sequence: 3525 | Occured: 55 times
Sequence: 1235 | Occured: 57 times
Sequence: 3531 | Occured: 60 times
Sequence: 1332 | Occured: 60 times
Sequence: 3515 | Occured: 63 times
Sequence: 3351 | Occured: 63 times
Sequence: 3455 | Occured: 65 times
Sequence: 2353 | Occured: 67 times
Sequence: 5532 | Occured: 68 times
Sequence: 2315 | Occured: 73 times
Sequence: 1323 | Occured: 79 times
Sequence: 1111 | Occured: 79 times
Sequence: 1155 | Occured: 82 times
Sequence: 1333 | Occured: 91 times
Sequence: 1351 | Occured: 94 times
Sequence: 5313 | Occured: 100 times
Sequence: 1555 | Occured: 108 times
Sequence: 3532 | Occured: 112 times
Sequence: 3133 | Occured: 114 times
Sequence: 3352 | Occured: 120 times
Sequence: 3153 | Occured: 128 times
Sequence: 1515 | Occured: 136 times
Sequence: 1553 | Occured: 137 times
Sequence: 5133 | Occured: 140 times
Sequence: 5235 | Occured: 174 times
Sequence: 5515 | Occured: 177 times
Sequence: 5155 | Occured: 182 times
Sequence: 5232 | Occured: 193 times
Sequence: 3552 | Occured: 199 times
Sequence: 5353 | Occured: 202 times
Sequence: 5153 | Occured: 205 times
Sequence: 5335 | Occured: 215 times
Sequence: 2355 | Occured: 216 times
Sequence: 1535 | Occured: 230 times
Sequence: 2335 | Occured: 230 times
Sequence: 1335 | Occured: 243 times
Sequence: 5535 | Occured: 268 times
Sequence: 3332 | Occured: 280 times
Sequence: 3235 | Occured: 282 times
Sequence: 5533 | Occured: 287 times
Sequence: 3553 | Occured: 289 times
Sequence: 3353 | Occured: 307 times
Sequence: 5233 | Occured: 316 times
Sequence: 5323 | Occured: 318 times
Sequence: 3513 | Occured: 354 times
